Reported Date,Total Dead and Missing,Location Coordinates
"March 03, 2017",25,"32.936246200000, 13.403390100000"
"March 02, 2017",1,"36.051743056922, -5.803197855078"
"March 01, 2017",1,"36.075576792542, -5.413881649121"
"March 01, 2017",30,"11.647688800000, 42.395424900000"
"March 01, 2017",1,"27.027305700000, -98.221297900000"
"February 28, 2017",1,"27.456537800000, -99.569848700000"
"February 28, 2017",1,"31.875343400000, -112.547046600000"
"February 28, 2017",2,"32.797264361779, 12.404203496484"
"February 28, 2017",1,"30.190230102487, 15.322203070313"
"February 28, 2017",5,"25.110004841907, 12.716952176860"
"February 27, 2017",1,"45.843069700000, 9.000180300000"
"February 27, 2017",1,"36.067868700000, 36.313740600000"
"February 27, 2017",1,"27.114586465508, -98.225195569922"
"February 26, 2017",1,"32.775910100000, 12.697316400000"
"February 26, 2017",1,"36.486584900000, -6.303310700000"
"February 26, 2017",12,"31.760201600000, 13.977697100000"
"February 25, 2017",1,"31.875343400000, -112.547046600000"
"February 24, 2017",1,"15.122140000000, -92.713731600000"
"February 24, 2017",1,"31.875343400000, -112.547046600000"
"February 23, 2017",7,"32.862970600000, 13.121579700000"
"February 23, 2017",14,"33.010693000000, 12.047669600000"
"February 23, 2017",1,"28.691051700000, -100.580182900000"
"February 23, 2017",2,"32.189093600000, -108.375117600000"
"February 23, 2017",1,"35.893784113931, -5.310254017664"
"February 22, 2017",1,"31.875343400000, -112.547046600000"
"February 22, 2017",1,"20.478505200000, -100.978110000000"
"February 22, 2017",3,"40.944391500000, 26.285170200000"
"February 22, 2017",13,"32.677012000000, 14.245194200000"
"February 21, 2017",12,"18.765849600000, -69.040668000000"
"February 20, 2017",1,"9.520638100000, 45.528888500000"
"February 20, 2017",74,"32.781230600000, 12.696461100000"
"February 20, 2017",1,"31.875343400000, -112.547046600000"
"February 20, 2017",1,"31.875343400000, -112.547046600000"
"February 20, 2017",1,"33.277107300000, 52.361337800000"
"February 20, 2017",1,"33.277107300000, 52.361337800000"
"February 19, 2017",6,"32.781230600000, 12.696461100000"
"February 19, 2017",118,"32.749201632784, 14.339309423828"
"February 19, 2017",2,"18.904759400000, 27.846891900000"
"February 19, 2017",1,"27.240319400000, -98.204450400000"
"February 18, 2017",3,"18.542712500000, 31.668154600000"
"February 18, 2017",2,"27.914793400000, -110.942935600000"
"February 18, 2017",3,"24.072132200000, 32.719902700000"
"February 18, 2017",1,"31.875343400000, -112.547046600000"
"February 17, 2017",1,"32.057499000000, -111.666072500000"
"February 17, 2017",1,"31.875343400000, -112.547046600000"
"February 17, 2017",1,"38.415615800000, 40.892785500000"
"February 17, 2017",1,"9.605039000000, 41.820618900000"
"February 17, 2017",1,"43.555178800000, 6.978879800000"
"February 15, 2017",1,"31.875343400000, -112.547046600000"
"February 15, 2017",1,"18.836600300000, -97.110042500000"
"February 15, 2017",9,"35.854571821186, -5.797675591797"
"February 14, 2017",7,"21.999669500000, 31.164196800000"
"February 14, 2017",1,"15.501534100000, 32.502556100000"
"February 14, 2017",1,"21.124097600000, 31.770246500000"
"February 14, 2017",1,"15.629100500000, 30.951960400000"
"February 14, 2017",1,"31.875343400000, -112.547046600000"
"February 13, 2017",6,"15.546658100000, 42.328246400000"
"February 13, 2017",1,"31.875343400000, -112.547046600000"
"February 13, 2017",1,"19.695513900000, -98.896157100000"
"February 12, 2017",2,"35.974691964994, -5.615392255078"
"February 12, 2017",1,"43.097249500000, 22.850287300000"
"February 12, 2017",1,"27.183578200000, -98.055924600000"
"February 11, 2017",1,"15.702993500000, 36.982166300000"
"February 11, 2017",1,"31.875343400000, -112.547046600000"
"February 10, 2017",1,"31.875343400000, -112.547046600000"
"February 10, 2017",1,"31.875343400000, -112.547046600000"
"February 10, 2017",1,"31.875343400000, -112.547046600000"
"February 10, 2017",3,"26.669984000000, 14.861595100000"
"February 10, 2017",1,"27.105878800000, -98.205839700000"
"February 09, 2017",5,"21.999669500000, 31.164196800000"
"February 09, 2017",1,"31.875343400000, -112.547046600000"
"February 09, 2017",1,"27.456537800000, -99.569848700000"
"February 08, 2017",1,"31.875343400000, -112.547046600000"
"February 08, 2017",1,"15.238089100000, 36.496255500000"
"February 08, 2017",1,"29.098495600000, 58.337468000000"
"February 07, 2017",13,"6.252054900000, 116.144751200000"
"February 06, 2017",1,"20.768445200000, -104.088235700000"
"February 06, 2017",1,"38.675777400000, 16.098348800000"
"February 06, 2017",1,"27.105878800000, -98.205839700000"
"February 06, 2017",1,"27.156139050658, -98.273260755469"
"February 05, 2017",1,"29.174111600000, -100.796130200000"
"February 05, 2017",1,"27.456537800000, -99.569848700000"
"February 05, 2017",1,"39.343261000000, 26.671927000000"
"February 05, 2017",1,"43.799651800000, 7.590728400000"
"February 05, 2017",1,"23.257883478124, -106.419405341150"
"February 05, 2017",5,"38.212144000000, 44.641717000000"
"February 04, 2017",3,"32.862970600000, 13.121579700000"
"February 04, 2017",1,"19.183416600000, -96.186697100000"
"February 03, 2017",7,"12.510801873230, 44.237376584375"
"February 03, 2017",1,"12.516273940429, 44.110107421875"
"February 03, 2017",1,"46.177566000000, 19.679562000000"
"February 02, 2017",3,"24.094017600000, 32.858026400000"
"February 02, 2017",1,"31.897423200000, 54.356856200000"
"February 01, 2017",1,"30.354889300000, 56.002705000000"
"February 01, 2017",1,"28.691051700000, -100.580182900000"
"February 01, 2017",1,"28.691051700000, -100.580182900000"
"February 01, 2017",1,"26.066918100000, -108.790470100000"
"February 01, 2017",1,"27.134142547078, -98.064520521094"
"January 31, 2017",5,"15.455814400000, 36.378757100000"
"January 31, 2017",1,"26.052567600000, -98.366243400000"
"January 31, 2017",1,"28.709143300000, -100.499521400000"
"January 31, 2017",3,"32.868756136550, 13.187218426953"
"January 31, 2017",2,"26.384627636830, 21.567930609375"
"January 31, 2017",1,"16.974168900000, 7.986535000000"
"January 31, 2017",5,"16.290345609854, -0.030733282031"
"January 30, 2017",3,"36.746431600000, -2.172064600000"
"January 30, 2017",1,"31.875343400000, -112.547046600000"
"January 30, 2017",1,"27.456537800000, -99.569848700000"
"January 30, 2017",1,"28.691051700000, -100.580182900000"
"January 29, 2017",2,"36.308006500000, 11.962684900000"
"January 29, 2017",1,"28.691931500000, -100.514183000000"
"January 28, 2017",2,"35.390804474108, 13.390907556250"
"January 28, 2017",1,"17.699109900000, 38.238083900000"
"January 27, 2017",1,"31.875343400000, -112.547046600000"
"January 27, 2017",3,"32.791284000000, 12.415264900000"
"January 27, 2017",1,"27.028988437628, -98.026068372656"
"January 27, 2017",1,"26.816939672666, -99.243485420117"
"January 26, 2017",8,"2.108667000000, 104.011346100000"
"January 26, 2017",1,"26.227505095376, -98.512945175171"
"January 26, 2017",2,"18.488993820440, -67.177269820313"
"January 26, 2017",1,"26.226864219969, -98.512212082031"
"January 25, 2017",2,"2.108667000000, 104.011346100000"
"January 25, 2017",1,"26.065491055061, -97.934209307935"
"January 24, 2017",4,"2.108667000000, 104.011346100000"
"January 24, 2017",10,"32.911519200000, 13.117770000000"
"January 24, 2017",68,"21.653079100000, -72.058673700000"
"January 24, 2017",1,"25.843378700000, -97.584984500000"
"January 24, 2017",1,"26.220185461988, -98.477632649707"
"January 23, 2017",1,"21.727448300000, 31.312928900000"
"January 23, 2017",1,"26.052567600000, -98.366243400000"
"January 23, 2017",1,"32.666889909591, -115.460158723340"
"January 23, 2017",17,"2.108667000000, 104.011346100000"
"January 22, 2017",2,"18.904759400000, 27.846891900000"
"January 22, 2017",1,"24.064253700000, 32.793551300000"
"January 21, 2017",1,"50.951880300000, 1.833936700000"
"January 21, 2017",5,"32.791284000000, 12.415264900000"
"January 21, 2017",1,"32.911519200000, 13.117770000000"
"January 21, 2017",1,"27.603153566325, -99.583664248926"
"January 20, 2017",1,"9.352104400000, 42.777371200000"
"January 20, 2017",7,"18.524731900000, 31.641623400000"
"January 20, 2017",9,"-19.776866900000, 34.798913700000"
"January 20, 2017",3,"-10.702787700000, 37.774574700000"
"January 20, 2017",1,"17.715939500000, 33.835907700000"
"January 20, 2017",1,"18.050127700000, 33.803724600000"
"January 20, 2017",1,"15.629100500000, 30.951960400000"
"January 20, 2017",2,"17.692227100000, 33.976249200000"
"January 19, 2017",1,"15.097969700000, 36.652181700000"
"January 19, 2017",5,"29.198631400000, 19.222584500000"
"January 19, 2017",2,"14.031672200000, 35.341772300000"
"January 19, 2017",3,"25.027031700000, 13.735062900000"
"January 19, 2017",2,"14.278231700000, 36.596317000000"
"January 19, 2017",10,"25.027031700000, 13.735062900000"
"January 19, 2017",1,"15.629100500000, 30.951960400000"
"January 19, 2017",32,"29.832205900000, 16.345589200000"
"January 19, 2017",1,"27.105878800000, -98.205839700000"
"January 18, 2017",3,"12.952952800000, 36.148291800000"
"January 18, 2017",1,"26.052567600000, -98.366243400000"
"January 18, 2017",1,"3.713282000000, 43.875956500000"
"January 18, 2017",1,"31.875343400000, -112.547046600000"
"January 18, 2017",1,"31.875343400000, -112.547046600000"
"January 18, 2017",1,"27.183578200000, -98.055924600000"
"January 17, 2017",4,"14.031672200000, 35.341772300000"
"January 17, 2017",6,"22.056700900000, 30.135503500000"
"January 17, 2017",1,"24.064253700000, 32.793551300000"
"January 17, 2017",1,"19.412657500000, -98.157212700000"
"January 17, 2017",1,"27.456537800000, -99.569848700000"
"January 17, 2017",1,"27.027305700000, -98.392959276953"
"January 17, 2017",1,"30.354889300000, 56.002705000000"
"January 17, 2017",1,"27.183221600000, 56.266645500000"
"January 16, 2017",1,"26.052567600000, -98.366243400000"
"January 16, 2017",3,"14.031672200000, 35.341772300000"
"January 16, 2017",3,"24.072132200000, 32.719902700000"
"January 15, 2017",1,"37.700274600000, 27.036172000000"
"January 15, 2017",1,"31.875343400000, -112.547046600000"
"January 15, 2017",1,"31.897423200000, 54.356856200000"
"January 15, 2017",1,"29.098495600000, 58.337468000000"
"January 15, 2017",1,"27.529990600000, 60.582067600000"
"January 14, 2017",176,"33.095322800000, 12.648929300000"
"January 14, 2017",1,"35.176142300000, -2.924073300000"
"January 14, 2017",3,"35.176142300000, -2.924073300000"
"January 14, 2017",15,"35.999138366460, -5.610585736524"
"January 14, 2017",1,"35.927882159511, -5.294504086328"
"January 14, 2017",1,"17.149953900000, 34.728076400000"
"January 14, 2017",2,"16.081580300000, 38.229042600000"
"January 14, 2017",1,"18.026728400000, 33.975176600000"
"January 14, 2017",1,"16.634096000000, 30.665200700000"
"January 14, 2017",1,"40.886378700000, 26.177408600000"
"January 13, 2017",3,"33.640686300000, 16.661223200000"
"January 13, 2017",1,"27.545808800000, -99.675293400000"
"January 13, 2017",1,"25.843378700000, -97.584984500000"
"January 13, 2017",1,"26.052567600000, -98.366243400000"
"January 13, 2017",1,"14.763051600000, 33.345710500000"
"January 13, 2017",3,"17.699594000000, 33.882407100000"
"January 13, 2017",4,"17.715939500000, 33.835907700000"
"January 13, 2017",2,"26.327791800000, 32.720635300000"
"January 13, 2017",2,"33.640686300000, 16.661223200000"
"January 12, 2017",14,"33.010693000000, 12.047669600000"
"January 12, 2017",1,"27.193486400000, -104.145363100000"
"January 11, 2017",1,"31.875343400000, -112.547046600000"
"January 11, 2017",1,"26.510162900000, -99.026246300000"
"January 10, 2017",1,"31.875343400000, -112.547046600000"
"January 10, 2017",1,"32.791284000000, 12.415264900000"
"January 10, 2017",1,"22.144929800000, 30.369251400000"
"January 10, 2017",1,"17.692227100000, 33.976249200000"
"January 09, 2017",1,"27.139794146979, -98.307815233984"
"January 09, 2017",1,"31.875343400000, -112.547046600000"
"January 08, 2017",1,"27.022782200000, -98.541238400000"
"January 07, 2017",1,"31.875343400000, -112.547046600000"
"January 07, 2017",1,"31.875343400000, -112.547046600000"
"January 07, 2017",1,"31.875343400000, -112.547046600000"
"January 07, 2017",3,"17.715939500000, 33.835907700000"
"January 07, 2017",2,"17.692227100000, 33.976249200000"
"January 06, 2017",2,"42.012500000000, 27.606422300000"
"January 05, 2017",1,"31.875343400000, -112.547046600000"
"January 04, 2017",3,"29.983483500000, 19.149947200000"
"January 04, 2017",5,"32.900612100000, 13.046172600000"
"January 04, 2017",3,"35.176142300000, -2.924073300000"
"January 04, 2017",1,"31.875343400000, -112.547046600000"
"January 04, 2017",2,"33.355558800000, 35.738680800000"
"January 03, 2017",1,"31.875343400000, -112.547046600000"
"January 03, 2017",1,"41.345409800000, 26.480810900000"
"January 03, 2017",1,"26.085872300000, -98.255767600000"
"January 02, 2017",1,"32.141604800000, -113.042624600000"
"January 02, 2017",1,"42.383331400000, 27.661176200000"
"January 02, 2017",1,"32.880838500000, 13.344353800000"
"January 01, 2017",2,"35.908666342858, -5.378892755481"
"January 01, 2017",1,"19.548849300000, -71.721089000000"
"December 31, 2016",18,"27.715087300000, -99.907901900000"
"December 31, 2016",2,"33.206798600000, 11.220954700000"
"December 31, 2016",18,"26.376354000000, -98.383347700000"
"December 31, 2016",2,"31.760201600000, 13.977697100000"
"December 31, 2016",2,"32.887209400000, 13.191338300000"
"December 31, 2016",2,"27.549510052990, 13.317198187500"
"December 31, 2016",1,"22.734385541312, 12.939331408172"
"December 31, 2016",4,"32.752827746969, 12.474927983789"
"December 31, 2016",3,"30.716293990300, 14.174131781250"
"December 30, 2016",1,"20.964922300000, 92.213979900000"
"December 30, 2016",1,"29.942368000000, -104.373009100000"
"December 29, 2016",3,"44.642491100000, 20.220858800000"
"December 28, 2016",1,"24.215586000000, -99.433269900000"
"December 26, 2016",12,"18.268156600000, -95.896946100000"
"December 26, 2016",1,"43.573664300000, 22.448596000000"
"December 26, 2016",1,"0.513496700000, 42.068828400000"
"December 25, 2016",1,"18.268156600000, -95.896946100000"
"December 25, 2016",3,"37.122331000000, 40.874587500000"
"December 25, 2016",1,"31.965203600000, -113.011894500000"
"December 25, 2016",6,"11.403587100000, 40.008367900000"
"December 24, 2016",1,"51.033308200000, 2.211838400000"
"December 24, 2016",1,"36.756978000000, 11.992879400000"
"December 23, 2016",1,"43.789179900000, 7.511683100000"
"December 23, 2016",61,"32.761023100000, 12.699894300000"
"December 22, 2016",58,"36.756978000000, 11.992879400000"
"December 22, 2016",47,"36.756978000000, 11.992879400000"
"December 22, 2016",1,"31.965203600000, -113.011894500000"
"December 21, 2016",1,"28.640084000000, -100.588641100000"
"December 21, 2016",7,"36.756978000000, 11.992879400000"
"December 21, 2016",1,"31.965203600000, -113.011894500000"
"December 21, 2016",3,"15.501534100000, 32.502556100000"
"December 21, 2016",1,"11.309848600000, 42.924367200000"
"December 20, 2016",1,"14.291955800000, 36.594042500000"
"December 20, 2016",2,"15.501534100000, 32.502556100000"
"December 20, 2016",2,"17.692227100000, 33.976249200000"
"December 20, 2016",2,"23.248841300000, 19.724216100000"
"December 20, 2016",12,"-25.981447600000, 32.644498500000"
"December 20, 2016",6,"20.669997900000, 32.484419700000"
"December 20, 2016",3,"17.692227100000, 33.976249200000"
"December 20, 2016",2,"17.692227100000, 33.976249200000"
"December 20, 2016",1,"31.965203600000, -113.011894500000"
"December 20, 2016",1,"31.965203600000, -113.011894500000"
"December 20, 2016",1,"31.965203600000, -113.011894500000"
"December 19, 2016",5,"39.337116500000, 26.702316500000"
"December 19, 2016",1,"21.124687400000, 92.192842800000"
"December 19, 2016",2,"14.031672200000, 35.341772300000"
"December 19, 2016",5,"21.918449700000, 30.978598200000"
"December 19, 2016",1,"17.183783300000, 34.610394700000"
"December 19, 2016",4,"22.325966400000, 25.823706800000"
"December 19, 2016",3,"17.692227100000, 33.976249200000"
"December 19, 2016",1,"23.285107000000, 31.520455700000"
"December 19, 2016",4,"-9.310322700000, 32.752266000000"
"December 19, 2016",5,"19.462140200000, 33.036357200000"
"December 19, 2016",1,"23.459686000000, 30.665449400000"
"December 19, 2016",1,"17.183783300000, 34.610394700000"
"December 19, 2016",2,"21.769029000000, 31.418418900000"
"December 19, 2016",2,"12.556153900000, 37.413339500000"
"December 19, 2016",1,"31.965203600000, -113.011894500000"
"December 19, 2016",1,"31.965203600000, -113.011894500000"
"December 19, 2016",2,"14.031672200000, 35.341772300000"
"December 19, 2016",3,"15.501534100000, 32.502556100000"
"December 19, 2016",1,"21.795002900000, 31.323726100000"
"December 18, 2016",20,"32.398718500000, 11.703661000000"
"December 18, 2016",1,"8.406657900000, 48.471357700000"
"December 17, 2016",1,"23.973811600000, -82.292370700000"
"December 17, 2016",1,"23.681234400000, 29.814199400000"
"December 17, 2016",1,"9.557510200000, 41.811330600000"
"December 17, 2016",1,"19.216047000000, 32.992287700000"
"December 16, 2016",5,"23.609335100000, 31.068836800000"
"December 16, 2016",1,"19.525259500000, 33.297328800000"
"December 16, 2016",2,"21.918449700000, 30.978598200000"
"December 16, 2016",1,"3.935114700000, 41.837175200000"
"December 16, 2016",1,"31.965203600000, -113.011894500000"
"December 16, 2016",1,"31.965203600000, -113.011894500000"
"December 15, 2016",18,"20.964922300000, 92.213979900000"
"December 15, 2016",1,"15.160691300000, 36.674504900000"
"December 15, 2016",1,"9.352104400000, 42.777371200000"
"December 14, 2016",2,"14.862978200000, -92.459060800000"
"December 14, 2016",20,"36.756978000000, 11.992879400000"
"December 14, 2016",1,"10.432537300000, 44.994641500000"
"December 14, 2016",1,"17.183783300000, 34.610394700000"
"December 14, 2016",1,"15.501534100000, 32.502556100000"
"December 14, 2016",2,"15.501534100000, 32.502556100000"
"December 14, 2016",2,"18.270105700000, 33.103923700000"
"December 14, 2016",1,"31.965203600000, -113.011894500000"
"December 14, 2016",1,"31.965203600000, -113.011894500000"
"December 13, 2016",2,"32.786147400000, 12.695773100000"
"December 13, 2016",3,"32.727987400000, 15.068537300000"
"December 13, 2016",87,"32.761023100000, 12.699894300000"
"December 11, 2016",6,"34.180460400000, 15.864573500000"
"December 11, 2016",15,"32.816624900000, 13.342539900000"
"December 11, 2016",1,"15.087491900000, 36.502373500000"
"December 10, 2016",1,"15.354019700000, -93.462977400000"
"December 10, 2016",8,"32.816624900000, 13.342539900000"
"December 10, 2016",1,"15.455814400000, 36.378757100000"
"December 09, 2016",1,"33.507917400000, 11.117421700000"
"December 09, 2016",2,"33.208609900000, 11.213254400000"
"December 08, 2016",1,"18.856444300000, -97.105878100000"
"December 08, 2016",10,"32.816624900000, 13.342539900000"
"December 08, 2016",1,"31.965203600000, -113.011894500000"
"December 08, 2016",1,"12.588165200000, 33.152276400000"
"December 08, 2016",1,"16.679729400000, 33.429765500000"
"December 08, 2016",2,"19.615387300000, 33.265879800000"
"December 08, 2016",6,"21.966063700000, 28.394940300000"
"December 07, 2016",2,"34.180460400000, 15.864573500000"
"December 07, 2016",1,"25.546328400000, -103.442644200000"
"December 07, 2016",7,"35.252860800000, -3.957889200000"
"December 07, 2016",20,"12.609592800000, 53.601065500000"
"December 07, 2016",1,"31.965203600000, -113.011894500000"
"December 06, 2016",5,"32.816624900000, 13.342539900000"
"December 05, 2016",30,"20.964922300000, 92.213979900000"
"December 05, 2016",11,"32.955844000000, 13.227944400000"
"December 05, 2016",4,"36.703853400000, 38.781604000000"
"December 05, 2016",3,"36.225389900000, 36.502112000000"
"December 04, 2016",2,"34.180460400000, 15.864573500000"
"December 04, 2016",20,"34.180460400000, 15.864573500000"
"December 04, 2016",4,"34.180460400000, 15.864573500000"
"December 04, 2016",4,"14.785213500000, 42.930471600000"
"December 03, 2016",2,"47.489249500000, 12.047001700000"
"December 03, 2016",5,"23.459686000000, 30.665449400000"
"November 30, 2016",1,"21.751643800000, 92.604100500000"
"November 30, 2016",1,"22.164577900000, -100.970343700000"
"November 30, 2016",1,"-26.133210200000, 28.231354500000"
"November 30, 2016",1,"20.964922300000, 92.213979900000"
"November 30, 2016",1,"16.495043000000, -95.135752500000"
"November 30, 2016",15,"21.663450325114, 24.394882093750"
"November 29, 2016",1,"18.537587800000, -96.607505100000"
"November 29, 2016",1,"31.965203600000, -113.011894500000"
"November 27, 2016",1,"31.965203600000, -113.011894500000"
"November 27, 2016",1,"-0.354097600000, 42.527818400000"
"November 27, 2016",1,"3.793382300000, 42.531595000000"
"November 26, 2016",8,"34.089237900000, 13.438092000000"
"November 25, 2016",1,"35.891802400000, -5.333986200000"
"November 24, 2016",1,"16.745985700000, -93.199610100000"
"November 23, 2016",1,"43.159215000000, 23.338148800000"
"November 23, 2016",28,"36.481138100000, 12.407658900000"
"November 23, 2016",1,"45.040846000000, 19.228587700000"
"November 23, 2016",1,"31.965203600000, -113.011894500000"
"November 23, 2016",1,"31.965203600000, -113.011894500000"
"November 22, 2016",7,"34.253371600000, 14.498815300000"
"November 22, 2016",1,"32.770354400000, 12.376176000000"
"November 21, 2016",1,"44.819432000000, 20.394488400000"
"November 21, 2016",1,"27.133490800000, -103.434484000000"
"November 21, 2016",1,"46.489231300000, 11.312138300000"
"November 21, 2016",1,"25.550547000000, 15.594826500000"
"November 21, 2016",1,"20.963816500000, 24.596916300000"
"November 21, 2016",1,"43.797679911978, 7.601406590430"
"November 20, 2016",1,"12.588165200000, 33.152276400000"
"November 20, 2016",2,"22.098552300000, 29.693934600000"
"November 20, 2016",1,"11.791145100000, 42.877495500000"
"November 20, 2016",2,"9.352104400000, 42.777371200000"
"November 20, 2016",5,"19.615387300000, 33.265879800000"
"November 20, 2016",2,"15.501534100000, 32.502556100000"
"November 20, 2016",1,"-3.398143100000, 36.642193200000"
"November 19, 2016",1,"-19.362644600000, -68.982765000000"
"November 19, 2016",1,"14.543877000000, 39.388957600000"
"November 19, 2016",1,"17.502790100000, 38.526220100000"
"November 19, 2016",1,"15.350333700000, 32.437494900000"
"November 19, 2016",2,"14.031672200000, 35.341772300000"
"November 19, 2016",1,"23.285107000000, 31.520455700000"
"November 18, 2016",9,"37.347060700000, 27.184556100000"
"November 18, 2016",5,"27.715087300000, -99.907901900000"
"November 18, 2016",1,"15.350333700000, 32.437494900000"
"November 18, 2016",1,"9.548898100000, 44.029334600000"
"November 18, 2016",1,"17.183783300000, 34.610394700000"
"November 18, 2016",2,"14.031672200000, 35.341772300000"
"November 18, 2016",3,"17.692227100000, 33.976249200000"
"November 18, 2016",1,"23.285107000000, 31.520455700000"
"November 18, 2016",2,"17.183783300000, 34.610394700000"
"November 18, 2016",3,"17.692227100000, 33.976249200000"
"November 18, 2016",2,"18.957626300000, 29.951390200000"
"November 17, 2016",1,"18.268156600000, -95.896946100000"
"November 17, 2016",25,"34.253371600000, 14.498815300000"
"November 17, 2016",2,"20.785220600000, 23.845800300000"
"November 17, 2016",1,"17.183783300000, 34.610394700000"
"November 17, 2016",1,"31.965203600000, -113.011894500000"
"November 16, 2016",1,"46.099171300000, 10.774698800000"
"November 16, 2016",4,"40.649775600000, 24.651801300000"
"November 16, 2016",103,"34.253371600000, 14.498815300000"
"November 16, 2016",1,"31.965203600000, -113.011894500000"
"November 16, 2016",1,"31.965203600000, -113.011894500000"
"November 16, 2016",3,"14.383075200000, 33.461172600000"
"November 16, 2016",2,"15.501534100000, 32.502556100000"
"November 16, 2016",4,"20.963816500000, 24.596916300000"
"November 16, 2016",2,"23.285107000000, 31.520455700000"
"November 15, 2016",3,"20.964922300000, 92.213979900000"
"November 15, 2016",99,"34.253371600000, 14.498815300000"
"November 14, 2016",135,"34.253371600000, 14.498815300000"
"November 14, 2016",6,"34.253371600000, 14.498815300000"
"November 14, 2016",3,"34.253371600000, 14.498815300000"
"November 14, 2016",1,"19.355078400000, 32.647132400000"
"November 14, 2016",3,"11.934168400000, 36.864917900000"
"November 14, 2016",4,"22.041335800000, 26.625663100000"
"November 14, 2016",2,"14.383075200000, 33.461172600000"
"November 14, 2016",1,"17.692227100000, 33.976249200000"
"November 14, 2016",4,"23.459686000000, 30.665449400000"
"November 12, 2016",1,"27.453141600000, -99.614631900000"
"November 11, 2016",1,"18.140439600000, -93.451225600000"
"November 11, 2016",10,"19.525259500000, 33.297328800000"
"November 10, 2016",1,"9.951394700000, -84.116810900000"
"November 09, 2016",26,"34.253371600000, 14.498815300000"
"November 09, 2016",1,"31.965203600000, -113.011894500000"
"November 07, 2016",5,"20.964922300000, 92.213979900000"
"November 07, 2016",1,"14.031672200000, 35.341772300000"
"November 07, 2016",1,"15.501534100000, 32.502556100000"
"November 07, 2016",3,"20.963816500000, 24.596916300000"
"November 07, 2016",1,"27.117069100000, 30.988120200000"
"November 07, 2016",1,"12.917993200000, 33.195020000000"
"November 07, 2016",2,"21.947065400000, 31.150155400000"
"November 06, 2016",19,"25.358992700000, -79.719282700000"
"November 06, 2016",1,"32.763298800000, 14.313630800000"
"November 05, 2016",22,"34.253371600000, 14.498815300000"
"November 05, 2016",1,"34.253371600000, 14.498815300000"
"November 04, 2016",1,"27.453141600000, -99.614852500000"
"November 04, 2016",1,"37.724580500000, 26.677828300000"
"November 04, 2016",1,"31.965203600000, -113.011894500000"
"November 02, 2016",60,"-1.467401300000, 123.006260400000"
"November 02, 2016",128,"34.253371600000, 14.498815300000"
"November 01, 2016",111,"30.880495400000, 16.351669700000"
"November 01, 2016",2,"15.893138000000, 35.672195200000"
"October 31, 2016",1,"-21.017413100000, -68.943531300000"
"October 31, 2016",6,"27.734507500000, -97.406552800000"
"October 31, 2016",7,"27.066317100000, 14.333614500000"
"October 31, 2016",2,"27.066317100000, 14.333614500000"
"October 31, 2016",1,"32.747612252173, 12.492094121484"
"October 31, 2016",5,"19.484839112311, 26.702011000000"
"October 29, 2016",1,"37.285751100000, 42.199416300000"
"October 29, 2016",3,"34.253371600000, 14.498815300000"
"October 28, 2016",1,"27.053550700000, -109.441433700000"
"October 28, 2016",6,"34.253371600000, 14.498815300000"
"October 28, 2016",1,"32.263709986934, -105.430636975000"
"October 27, 2016",34,"34.253371600000, 14.498815300000"
"October 27, 2016",1,"31.965203600000, -113.011894500000"
"October 26, 2016",1,"50.951880300000, 1.833936700000"
"October 26, 2016",97,"32.955844000000, 13.227944400000"
"October 26, 2016",10,"34.253371600000, 14.498815300000"
"October 26, 2016",30,"34.253371600000, 14.498815300000"
"October 26, 2016",29,"34.253371600000, 14.498815300000"
"October 26, 2016",10,"34.253371600000, 14.498815300000"
"October 26, 2016",10,"34.253371600000, 14.498815300000"
"October 25, 2016",29,"30.880495400000, 16.351669700000"
"October 25, 2016",1,"37.343939900000, 14.111439900000"
"October 25, 2016",1,"31.965203600000, -113.011894500000"
"October 24, 2016",2,"24.215586000000, -99.433269900000"
"October 24, 2016",1,"31.965203600000, -113.011894500000"
"October 23, 2016",44,"23.458680200000, -105.501573700000"
"October 23, 2016",1,"28.662178500000, -100.576484400000"
"October 23, 2016",1,"43.438277900000, 6.469109200000"
"October 22, 2016",1,"24.215586000000, -99.433269900000"
"October 22, 2016",1,"34.253371600000, 14.498815300000"
"October 22, 2016",30,"34.253371600000, 14.498815300000"
"October 22, 2016",1,"19.402255200000, 27.905378900000"
"October 22, 2016",1,"31.965203600000, -113.011894500000"
"October 21, 2016",1,"18.920254500000, -98.134724400000"
"October 21, 2016",1,"34.253371600000, 14.498815300000"
"October 21, 2016",3,"34.253371600000, 14.498815300000"
"October 21, 2016",13,"34.253371600000, 14.498815300000"
"October 21, 2016",14,"34.253371600000, 14.498815300000"
"October 21, 2016",14,"11.961817100000, 43.296434100000"
"October 20, 2016",2,"14.031672200000, 35.341772300000"
"October 20, 2016",30,"23.285107000000, 31.520455700000"
"October 20, 2016",6,"23.248841300000, 19.724216100000"
"October 20, 2016",1,"9.312848600000, 42.100639100000"
"October 20, 2016",3,"15.455814400000, 36.378757100000"
"October 20, 2016",1,"9.312848600000, 42.100639100000"
"October 20, 2016",6,"12.917993200000, 33.195020000000"
"October 20, 2016",5,"27.180160300000, 31.153529700000"
"October 20, 2016",2,"15.501534100000, 32.502556100000"
"October 20, 2016",12,"23.285107000000, 31.520455700000"
"October 20, 2016",5,"12.601127000000, 37.438938500000"
"October 20, 2016",1,"-9.310322700000, 32.752266000000"
